,frecuencia,S1,S2_1,S2_2,S2_3,S2_4,S2_5,S2_6,S2_7
77,8269593750.0,(0.07462306556930817-0.02193606165916024j),(0.026132974259548584+0.017692199692592538j),(0.05003435248462036-0.03473561437715557j),(-0.04729141924684989+0.02699092104056136j),(-0.04020920159871814+0.02007238844481969j),(-0.03708339855432497-0.051462078700043j),(0.0005751971500912783-0.07958274632734567j),(0.024792571882680487+0.02745013937764218j)
78,8292375000.0,(0.04903873274676998-0.07984840281491726j),(0.019525540521640582+0.009293293421803345j),(0.006408400058732302-0.047591600667479396j),(-0.028609041252398246+0.05996677907162689j),(-0.02779017523887175+0.052378006458710456j),(-0.06745498254489728-0.008152864952735431j),(-0.04809677177347807-0.05178746395770885j),(0.027777399083846372+0.012931341272112396j)
79,8315156250.0,(-0.030865412760230575-0.10059120757842044j),(0.012949108859464434+0.0052714091423676146j),(-0.027745139535981383-0.02930432937927873j),(-0.00015816836905662357+0.06199476209370827j),(0.00036142517293791645+0.05347491427732835j),(-0.06135517186196072+0.029751895848771498j),(-0.06774259282496664-0.022182635949396463j),(0.016258193646253295-0.0016268862355710914j)
80,8337937500.0,(-0.09410635819173317-0.055154242905051235j),(0.01512067587016116+0.005442421562997503j),(-0.032991053022807776-0.002605804676838334j),(0.025721269004790027+0.06172586288853302j),(0.016873091068606995+0.05098413038458283j),(-0.04377033411954513+0.057999473568056674j),(-0.08161876462557024+0.017937919261706944j),(0.007300936511433605-0.0007111095646090346j)
81,8360718750.0,(-0.11643274519515043+0.009553088502737466j),(0.020146196467377187-0.010239160193691787j),(-0.024633338813831722+0.009204358605663952j),(0.06075397749620255+0.033030029400835756j),(0.044830431244352466+0.03340170259990027j),(-0.007051251391071321+0.07298301758393128j),(-0.057095964223033396+0.06218726307902798j),(0.004288269709913578-0.0050676563746965214j)
82,8383500000.0,(-0.0937824949035885+0.08461204113711493j),(0.005195266551535533-0.030393170400248887j),(-0.015198855628448266+0.009840297808713212j),(0.05841179484888835-0.01620654515803237j),(0.04585443457441715-0.0038157919460433173j),(0.03019061335753767+0.05747679165233158j),(-0.01739495876029058+0.06872241734488066j),(-0.0022423748331301973-0.005729507958604581j)
83,8406281250.0,(-0.018065495957012137+0.11511753178175944j),(-0.024875802715891245-0.038334478376605224j),(-0.01947303513323004-0.004277199082614824j),(0.027893603000203455-0.04998999121628382j),(0.029205249155835826-0.02838713827342889j),(0.04530004611147908+0.022248394387482186j),(0.0042854077689796575+0.05856435512740344j),(-0.005381237458566997-0.013486404546534736j)
84,8429062500.0,(0.0344291789489491+0.09041638444130726j),(-0.06286141606946852-0.014554708900227307j),(-0.049787550033247405+0.009108738162444239j),(-0.02301968261620251-0.05245910728288599j),(-0.0030743130171924093-0.04142176293805047j),(0.030509208981573964-0.0036711275057563224j),(0.017790857094931466+0.052722818582694175j),(-0.0313236176331821-0.013070970909903352j)
85,8451843750.0,(0.0745757643403405+0.06732496206002361j),(-0.0563887501490276+0.037887183161789656j),(-0.03424702652801475+0.05584084206455784j),(-0.041850888460739255-0.01319426677664557j),(-0.024431061053523204-0.022000505510387187j),(0.025239687641839065-0.0065818669596383154j),(0.04360092287481751+0.04487915481322292j),(-0.03362927707237381+0.020117628891037277j)
86,8474625000.0,(0.11305681218522562-0.0032218599089019976j),(-0.014639101103477343+0.04563948094729341j),(0.01360295218449592+0.04816169895728002j),(-0.02662103670385568-0.005769347261628151j),(-0.02281593550491963-0.02185885637895137j),(0.024052403298574745-0.03458661381759523j),(0.0644956682393582+0.004154746648275415j),(-0.007044357184250624+0.020274828219790694j)
87,8497406250.0,(0.0681803406663274-0.08823814463153964j),(-0.0036656450427038443+0.030375765664408246j),(0.018532036800120857+0.020107406448600637j),(-0.03917614001779062-0.006869429556538182j),(-0.04993778595434001-0.018436025556957062j),(-0.016964594806629214-0.04979488504811366j),(0.04486676830375743-0.03747317742830844j),(-0.010248110397405145+0.007125784813307699j)
88,8520187500.0,(-0.009101650959290969-0.10124288830830953j),(0.0062830471420365075+0.02335218710617394j),(0.022047270793671952+0.005772087148126305j),(-0.04085129906412026+0.0069308587068885276j),(-0.05468765369670032+0.011212472073632938j),(-0.04154665793103331-0.031063008111171374j),(0.016698472363512677-0.06078716886721493j),(-0.009023818480532318+0.007712362456619522j)
89,8542968750.0,(-0.06097331854634182-0.08313039730049364j),(0.002255911883609983+0.00034074244387482275j),(0.006386951725972701-0.023889925935316785j),(-0.04981954343365014+0.010135859412349008j),(-0.05309167778502781+0.02171912874548463j),(-0.06220065795171177-0.01974511330718238j),(-0.035426828427811564-0.0744550035297012j),(-0.016476269132764215-0.008326642139965935j)
90,8565750000.0,(-0.10696024201990255-0.04646394577697183j),(-0.021436080407540692+0.005227119845710383j),(-0.030985135412924057-0.014201287283674341j),(-0.05683586534065547+0.04375591356909157j),(-0.051847665265405796+0.053638749489950135j),(-0.07876029159444659+0.023427457419722672j),(-0.0848448816966818-0.03155447883388193j),(-0.04657196577984313+0.002408295988041803j)
91,8588531250.0,(-0.12677145085549849+0.01537406259245807j),(-0.015518663891015314+0.023127114529420803j),(-0.029670740976720587+0.012632046795910661j),(-0.02240713406279974+0.06845685650951958j),(-0.011536713480582272+0.07176355876125114j),(-0.04715036248795322+0.058240040599592556j),(-0.07837619642033128+0.0170961813882144j),(-0.045767064810581015+0.03866882968327734j)
92,8611312500.0,(-0.1112353823238834+0.08291173170862565j),(-0.003974798105964948+0.02079247853599969j),(-0.019237942152794597+0.017915896724061582j),(0.011253525905688903+0.060329006306453464j),(0.019221489719656655+0.05505170760020319j),(-0.01922460750974979+0.05845773385163507j),(-0.06351202480371952+0.0407740233479425j),(-0.019181934341410925+0.05642478494847824j)
93,8634093750.0,(-0.046789291330052205+0.1372434517285552j),(0.002854364118294468+0.013867167199382486j),(-0.008770066075459673+0.016467631083409272j),(0.03573939781689856+0.03649515664647494j),(0.03736622062827055+0.029591107070280655j),(0.0050076706973235475+0.054059675379508745j),(-0.03804391681559134+0.059444993611895675j),(0.010664989613469063+0.05394851149332002j)
94,8656875000.0,(0.042911725597557404+0.12275603564324368j),(0.0007651059660739872-0.003746507394822653j),(-0.010541173931492252-0.00029563843923272265j),(0.03437621273164818-0.0031015563713664308j),(0.03069117618860954-0.007846107523784592j),(0.018639814030911313+0.028596912645334715j),(-0.014840097073308597+0.05154228415764131j),(0.03352318319223641+0.03014515413023996j)
95,8679656250.0,(0.07970898444682006+0.060196367980537124j),(-0.021992498409659028-0.00994028252405146j),(-0.03261997714010325+0.0012940782036242825j),(0.004010197667077581-0.02112117758520043j),(-0.0003269274267404384-0.019056310724951446j),(0.007150977871159715+0.01531680680312306j),(-0.011311964124966076+0.04928609208615721j),(0.03134703994154439-0.0034055606206154637j)
96,8702437500.0,(0.08298115238784769+0.016661280535864367j),(-0.03902960302352958+0.006137516337436721j),(-0.04002347354013891+0.019769359374553486j),(-0.018891568005933407-0.012465046051638505j),(-0.017043210133784494-0.009326030548558725j),(0.006103633664754064+0.014329066997538522j),(0.004835438552702965+0.05260159489390668j),(0.008030509722784906-0.02361592870475629j)
97,8725218750.0,(0.08414537439870338-0.03793261002155858j),(-0.04032725685183581+0.030050906354882684j),(-0.03859880300859584+0.040285297880689915j),(-0.027062216925063838+0.001887806555751671j),(-0.024604843597245726+0.00023927370935442798j),(0.0026251428849240165+0.0068647917574772566j),(0.02108847810821375+0.04107594732633318j),(-0.019765595132424933-0.0229314369020056j)
98,8748000000.0,(0.03135889530165531-0.09865495715553432j),(-0.019227948047333417+0.0493194350659813j),(-0.013568539123462321+0.061317944448729164j),(-0.02352306885220986+0.013485149481294284j),(-0.024882420873481144+0.010594897643380126j),(-0.0008731803433585485+0.006925968450948992j),(0.030331867936247304+0.025265067046067083j),(-0.0361716086246888-0.006580560075965895j)
99,8770781250.0,(-0.05431317982335497-0.09577954521401119j),(0.007558689444122537+0.038265961306027454j),(0.019712676571230592+0.0456554358091259j),(-0.016506687053847707+0.011982977456058076j),(-0.02109488481605474+0.0121268046190081j),(-0.0011096436411310016-0.0020387744425832983j),(0.03282576759798565+0.0022931085080288302j),(-0.03880214008262071+0.007443237005274893j)
100,8793562500.0,(-0.10667432255885881-0.04259047103117223j),(0.005498477161711418+0.015837296454259603j),(0.01906657060251342+0.017954571994304443j),(-0.024978817149604093+0.0054168322966536946j),(-0.02841957642470216+0.010353888007265534j),(-0.019714261848098526-0.009214551622226846j),(0.017393679208253295-0.02224484341209318j),(-0.043620888924845724+0.01770720889441915j)
101,8816343750.0,(-0.12090781500271265+0.024360922941996998j),(-0.008863304863617041+0.014208120196285392j),(0.007067741690162908+0.009480978896814292j),(-0.04030168469107462+0.01829364159815253j),(-0.03979625170268028+0.0255503064591472j),(-0.03780720881714601+0.0069765698591741695j),(-0.01499832449504178-0.028630219730633576j),(-0.04584746440454372+0.03806076005428263j)
102,8839125000.0,(-0.0918402995986744+0.08993506884278643j),(-0.012330347639378784+0.023622942314802088j),(-0.0018436909544114499+0.009054199378697218j),(-0.03639557361617786+0.04251642398567797j),(-0.030156534583308997+0.04911582124253794j),(-0.03577430987503379+0.029524777137591898j),(-0.03821870386346887-0.008303732382207031j),(-0.03184177027339309+0.060659791590441825j)
103,8861906250.0,(-0.02939774938449203+0.11862245726380635j),(-0.006405031281238998+0.03079328507874726j),(-0.006042010896430748+0.015220493487638449j),(-0.01702202144457427+0.0567452466953899j),(-0.007987808882490666+0.05696235412042473j),(-0.02165315298250152+0.04276769881521277j),(-0.039496463339313496+0.013127635623796794j),(-0.0039644439061178776+0.07184025091064741j)
104,8884687500.0,(0.027701905214062805+0.10720273153238652j),(0.0033431530679279313+0.03149590801262612j),(-0.0011592196207249029+0.01907994158927817j),(0.00712522445323146+0.057481630441946124j),(0.013073666786681102+0.05393400948199871j),(-0.004460584592104225+0.04495114093447674j),(-0.03551882942385554+0.02836223334672316j),(0.027107786214981756+0.063303218957319j)
105,8907468750.0,(0.06991337193435973+0.07346056498349474j),(0.012318234575766527+0.026087473208678894j),(0.003919807847969703+0.015121104199951274j),(0.02771526090433084+0.04377062816629776j),(0.032023680078176076+0.03791135086118605j),(0.008774233186288326+0.03770290538326926j),(-0.023304049056198588+0.04162307745393272j),(0.04666361195615498+0.03870472213529817j)
106,8930250000.0,(0.08784840620335128+0.018405305410157738j),(0.017970413868518546+0.014365927065582117j),(0.004183060525077295+0.007487675566416622j),(0.03751817224248543+0.021137232154441465j),(0.03554767565228292+0.01359988144801616j),(0.015640418767644427+0.02705217783487361j),(-0.006905387278870917+0.04305354904387472j),(0.05056153248387796+0.008551266865412813j)
107,8953031250.0,(0.06524543496696984-0.03326822286098664j),(0.013455287167530734-0.0015217658316436576j),(-0.002385548434064395-0.0012094463604600159j),(0.032395222832641395-0.005345393403444087j),(0.02675292039073715-0.006360713458181082j),(0.016766887799848286+0.013615665607869629j),(0.0038699160380732903+0.03674045612277435j),(0.0377271654847883-0.020137533309167305j)
108,8975812500.0,(0.024921926359230823-0.054328556102541725j),(-0.0041160782850474436-0.010582966621459897j),(-0.019708647649205314-0.0031123634070315087j),(0.009062236533603853-0.022262780945691257j),(0.007061231337607322-0.01979568295122453j),(0.006928404445640591+0.0027942951888206453j),(0.007724586339175207+0.02876729230919129j),(0.009661707006028034-0.037334541021100315j)
109,8998593750.0,(-0.011975429691998853-0.057071191782501224j),(-0.024386645121488845-0.0010901346909114975j),(-0.03508816084735746+0.016146188446162023j),(-0.017711690188606313-0.01706504245982208j),(-0.017409948489032014-0.014697651436081155j),(-0.005261643985915581+0.005098382671709306j),(0.00831939090605086+0.024702559894069373j),(-0.02439772332433782-0.03307801703139917j)
110,9021375000.0,(-0.05076581918312972-0.042633188236330416j),(-0.02708060145030475+0.02083819874585197j),(-0.024649450977026817+0.041294303331187734j),(-0.02972342206348002+0.0030247170267170406j),(-0.027248513368624296+0.0036594123067243043j),(-0.007963697648922897+0.013067204804609512j),(0.01036028451874296+0.02125439516384773j),(-0.044700968448938304-0.008560930703401077j)
111,9044156250.0,(-0.07347326910320215-0.004733790541068188j),(-0.013564062479189521+0.03194023913992949j),(-0.0019537457780539466+0.04637371779158862j),(-0.02382047391981792+0.019354000759321366j),(-0.023367540656054897+0.016906811446531535j),(-0.003789444919475346+0.01719210080131846j),(0.012787280300253062+0.01802767569667154j),(-0.04614298492683136+0.015802071110395256j)
112,9066937500.0,(-0.07103484678749256+0.035042180921244004j),(-0.0020045521671018343+0.030289989013082552j),(0.014913801687081545+0.03800289013423701j),(-0.014913520277205907+0.02244659884710478j),(-0.01800024923056784+0.02202038201887266j),(0.0009743009567466216+0.013584788235384762j),(0.018060967979730426+0.008533884806835965j),(-0.039369949602780535+0.03623795551298113j)
113,9089718750.0,(-0.05016762098496641+0.07226225133358469j),(0.0032875331951526844+0.023442578414487j),(0.022359641502330815+0.020614700217959796j),(-0.013340453824764176+0.02156045412977337j),(-0.015697554659605702+0.024933516791666218j),(-0.003535006679581249+0.00653976125947819j),(0.008740981138871048-0.008106521780846218j),(-0.02250434868639431+0.04957509836495862j)
114,9112500000.0,(-0.0008276687967402399+0.09060849858890055j),(-0.00023440727822659482+0.018657032509719656j),(0.013350463130750117+0.006835023895632748j),(-0.014876146558683676+0.02632961134638278j),(-0.014220317353615473+0.031021956421578713j),(-0.013903352106399433+0.009835619258697173j),(-0.011530673935753175-0.006725644858594651j),(-0.007153532187089584+0.05264049504700048j)
115,9135281250.0,(0.044284771521093516+0.06338353520380227j),(-0.0021473157407528067+0.022987540800742293j),(0.004196675661762361+0.00727140954188128j),(-0.008821910615049033+0.03495527905819325j),(-0.00577205666433795+0.03907965561476548j),(-0.0153790871485667+0.020975101971860206j),(-0.018794327084947757+0.005420323249811504j),(0.010895892743415115+0.05496207457455209j)
116,9158062500.0,(0.05141349738336495+0.024965744374574494j),(0.002853474846277517+0.025416981447965704j),(0.0015102109056855015+0.008384609125615042j),(0.002401560938178994+0.03572547982719025j),(0.007907616270228988+0.038489084627401415j),(-0.009391125260809402+0.027698294422559857j),(-0.02087892968527914+0.014297959996288995j),(0.031636624348663975+0.041643143328771726j)
117,9180843750.0,(0.04521749614747038+0.0005038751007049435j),(0.008383451227413592+0.02526249646879245j),(-0.0013141344531276316+0.010304391284271295j),(0.011037533692303089+0.033066696587674j),(0.017469947021622412+0.03210909654829163j),(-0.002206049104357047+0.031433134592938915j),(-0.018954936723887816+0.026529728700941075j),(0.036564474234708585+0.021419116904399158j)
118,9203625000.0,(0.03143080537035943-0.023323784179751974j),(0.017396750001944693+0.019785649489691574j),(0.0007861636614181055+0.012000289579202818j),(0.022147094828344406+0.024256198804656005j),(0.026717543408018064+0.02106762298839315j),(0.009470666580567621+0.030003590816472123j),(-0.0068375473388846315+0.033785014224785616j),(0.03612033659823167+0.0041153709094474515j)
119,9226406250.0,(0.0025485092806258576-0.03438274748737978j),(0.018098536348211104+0.004474433072561635j),(0.0005466073261929166+0.006305623345278299j),(0.02127656875520358+0.006485789407061208j),(0.0247717113553044+0.0014661333704113853j),(0.015062544313456777+0.01760751297421331j),(0.003153408889929649+0.028992476860542737j),(0.024491470090082963-0.016204973854126642j)
120,9249187500.0,(-0.023842632958749402-0.02624550315150412j),(0.004893759216271213-0.005018058990837652j),(-0.010111291930147693+0.005055873432498651j),(0.009498977572274234-0.0010367680593887602j),(0.00868075062742766-0.007799466072602167j),(0.00826030161659197+0.009962486356934714j),(0.004002166922115207+0.025091165187928588j),(0.00034388555081449855-0.022298630673635217j)
121,9271968750.0,(-0.04388879958989797-0.007478703612238208j),(-0.009565648339771214-0.0010480597171562064j),(-0.01643359150121034+0.01710304361243907j),(0.00023013609421946657-0.0019544588382799173j),(-0.00443150587549747-0.005130608273149511j),(0.004417784439443591+0.010248627264014296j),(0.008638451097307652+0.02546372269946755j),(-0.018868702743115466-0.012663074697190788j)
122,9294750000.0,(-0.04985303741645003+0.026630179979963982j),(-0.015686571398981917+0.010670300574273732j),(-0.010150373443541496+0.027532458330193854j),(-0.009740216111230436+0.0019967133476271083j),(-0.01379899700031359+0.0022927400463582026j),(0.0010924415752506366+0.008702378948193333j),(0.013333644685005119+0.017689093862773717j),(-0.027942486369414522+0.003526807135067641j)
123,9317531250.0,(-0.024936960240753488+0.05519820581141393j),(-0.013130070873559599+0.02146893080531556j),(-0.002125905002066315+0.03188677871639788j),(-0.01329541413183347+0.011919071752950736j),(-0.016311020868720646+0.013898073944232214j),(-0.0035870329806494076+0.0127124223852656j),(0.008631787199207578+0.012739641713467706j),(-0.028094444214345947+0.019648926816469438j)
124,9340312500.0,(0.006409470556300426+0.05403872255074083j),(-0.005370357217124919+0.028775024395102062j),(0.00993405721749866+0.033279427767864966j),(-0.010158988239855256+0.019773899284689277j),(-0.011968866676124066+0.023142199329707472j),(-0.0005318788464485332+0.017921767801189235j),(0.00894754511725496+0.013859084337183789j),(-0.020927721917440682+0.035591302968585106j)
125,9363093750.0,(0.024746037766768064+0.04238236822357096j),(0.006135444684275624+0.028582495761239293j),(0.021267726297347102+0.022797602520841655j),(-0.003480238105422476+0.023400653734386493j),(-0.003219819539651575+0.0279801005256807j),(0.0040270402329877445+0.016722507789228166j),(0.010521263661223811+0.00823724702867353j),(-0.002461887211867478+0.04355402309789916j)
126,9385875000.0,(0.040873025493477294+0.022556143220447022j),(0.01159214853366261+0.020255418647313977j),(0.019841130476793+0.008618043572416446j),(0.0015801193641024345+0.02117036915765807j),(0.004557085582254992+0.024722188479276076j),(0.004825674121307685+0.012920729783074313j),(0.004930913505273559+0.0033357033258709246j),(0.012221961514441727+0.03616548223913035j)
127,9408656250.0,(0.0358439406033731-0.009766136585390786j),(0.009189294349216412+0.015146154561262969j),(0.011096356042975576+0.0017148134159741587j),(0.002292778544106291+0.01958055193842442j),(0.005455582560633849+0.02179661605369984j),(0.0014431727878281226+0.010850075317567832j),(-0.0018989945675712992+0.0038868091846563837j),(0.017561705216988417+0.028891407572550445j)
128,9431437500.0,(0.008591565747464915-0.021928340296089616j),(0.008421849491843124+0.014801042439868088j),(0.0030039618625867922+0.0022974628982401595j),(0.003937982261716263+0.019994091123431097j),(0.009044734177199107+0.022085183452031882j),(-0.001089472703766651+0.013793765992549958j),(-0.006667380424945494+0.008474615257172146j),(0.02371833362836886+0.021145356406389995j)
129,9454218750.0,(-0.009806407673260834-0.015009261888565335j),(0.00926349216535605+0.012355438927857612j),(-0.0014753131706141485+0.004907903526114213j),(0.0070004865772318285+0.019126234102458978j),(0.013242173221132874+0.01717694492123046j),(0.00017199538269473298+0.01623463965159982j),(-0.00784414381105352+0.014401970739635641j),(0.02393848644507441+0.00847076428195739j)
130,9477000000.0,(-0.023630051711438525-0.004386087429022677j),(0.006949172247477051+0.0106359648684229j),(-0.005781715203024505+0.010053401939220587j),(0.008932178343230394+0.016368343272850326j),(0.012369430969856928+0.01227530871966328j),(0.0014560891270746007+0.018323171781860235j),(-0.005804603345117323+0.02140266818380298j),(0.01625843466501874+0.0005049284360057844j)
131,9499781250.0,(-0.02756779579864138+0.01805987169984349j),(0.00792319767258114+0.011631547488282303j),(-0.002096476978179947+0.017683022467744596j),(0.010287893050631101+0.014398717684821231j),(0.012140066853367593+0.009492780485429148j),(0.0066545056062576515+0.019639046426903367j),(0.0030965141251254134+0.02509549197773219j),(0.009913068153372482-0.0014984825047788444j)
132,9522562500.0,(-0.01168049100853608+0.03254046096059618j),(0.009179981653642847+0.00580494960665748j),(0.0037110983744861256+0.014921962348755823j),(0.012307214058718381+0.008598493257685807j),(0.010525177219115105+0.0033113642380707743j),(0.010693616725043119+0.013996106635772245j),(0.009582048635005367+0.019265969027974325j),(0.0032857432949461446-0.005050797074605694j)
133,9545343750.0,(0.0024042955215337275+0.031466855194525925j),(0.00028497712290708865+0.002276359979807848j),(0.0001826536409167863+0.013370118812024077j),(0.005226692548239792+0.001988087146298361j),(0.001207675144418407-3.0091959989817126e-05j),(0.007090438809749232+0.008900780295800133j),(0.008512718333395336+0.014685206184655684j),(-0.009613661735951844-0.0024402099121129672j)
134,9568125000.0,(0.012893302899409617+0.027373217165280826j),(-0.006192299798064018+0.009814224595453822j),(0.0004474614908677593+0.01827282045015453j),(-0.003041106356529549+0.006802974343800371j),(-0.006769600574274043+0.007261445999973175j),(0.0023396787854861475+0.010356981499221127j),(0.0071732615295324546+0.013518003771147213j),(-0.015624615033560739+0.011361984648133441j)
135,9590906250.0,(0.020070016647917292+0.016179892186118032j),(-0.004036023408292613+0.01803298481055033j),(0.00475140617587433+0.02090456868431158j),(-0.002071849733260782+0.013490529964114366j),(-0.004903499404069933+0.016372039442634465j),(0.0028894589032899907+0.015027033792025609j),(0.006869133861551005+0.014787182429701132j),(-0.010063832918791107+0.023381980239675543j)
136,9613687500.0,(0.017338197152236688+0.0048976094097925695j),(0.002816491417972298+0.021926954667927528j),(0.011694534468212881+0.020274241494957344j),(0.0015529243411372858+0.01539481623271524j),(0.0011196643969350359+0.01953759374761156j),(0.007817717175902891+0.014729506181101018j),(0.011236412339184307+0.013868756006653075j),(0.0003714648934222925+0.028494439068356865j)
137,9636468750.0,(0.010891595655311396-0.0016676392399767783j),(0.008929306852238673+0.01988360675288341j),(0.015234152831127216+0.013095178158865118j),(0.0033676937177015338+0.014628785395140764j),(0.005240958402777482+0.01901280335284257j),(0.007599730726278809+0.010889437590743432j),(0.010540703085891348+0.007538314806617248j),(0.009858639728809127+0.026268092452065156j)
138,9659250000.0,(0.0013251483452633179-0.003852865665311073j),(0.0123530503314366+0.0171447293406329j),(0.013165290101724136+0.008680084653629905j),(0.004145250746393466+0.015663648097985084j),(0.009026761315346174+0.01863758489859388j),(0.0066808833578694245+0.011526017410637746j),(0.0063847869001614444+0.007429613279989529j),(0.01592963860052511+0.02177408003680743j)
139,9682031250.0,(-0.006792038946367001+0.0015354687774190344j),(0.01510555014700481+0.011566802468216359j),(0.011570095638443596+0.0045994581159285765j),(0.0076562432497021575+0.014840412134368795j),(0.013266668629358318+0.014438986565299385j),(0.007884036013078723+0.00946924202009901j),(0.006093960672911335+0.006812350248987338j),(0.020048583781474106+0.013835626828375362j)
140,9704812500.0,(-0.008494305630660788+0.009838281598253448j),(0.011736914897625505+0.006717040632931551j),(0.005200569289277373+0.002946193266980834j),(0.007117486799950103+0.012383873628137958j),(0.011693354689196892+0.009581476157540764j),(0.0045798962270722585+0.008600173800768537j),(0.001772625924583657+0.006762749859799432j),(0.017099363235555873+0.006253974200107348j)
141,9727593750.0,(-0.004753976060428108+0.01604404662315957j),(0.009687168258717134+0.006152182797021242j),(0.0025426813200404375+0.0067205976003214644j),(0.00843862640738377+0.013431833064775703j),(0.010755455203940466+0.008679490034822929j),(0.004816810780739851+0.01120299867260222j),(0.001208573797344069+0.011445248674486073j),(0.013882472117769603+0.00271997981015j)
142,9750375000.0,(4.107673534368191e-05+0.01810943392730347j),(0.006431383372878394+0.004174587921115216j),(0.0013080642563391615+0.008491530798779187j),(0.009973807789686333+0.009631525384846247j),(0.009152818316733646+0.005308961832596989j),(0.005295900758035929+0.010378588405735356j),(0.002961609110038327+0.012660771350462795j),(0.0075065433602673134-0.0009224167571914741j)
143,9773156250.0,(0.005129240382754945+0.01953343924058623j),(0.0031399224753014725+0.007950703702093524j),(0.001750089324729674+0.013674817154869588j),(0.007259737683689146+0.00920527079865609j),(0.004815847713897481+0.006749839983783142j),(0.004615405283732632+0.012559231286572242j),(0.0042553464059725335+0.015069297689908197j),(0.0010718234859990843+0.003843729611680061j)
144,9795937500.0,(0.012352786544183852+0.01593358061948847j),(0.005525790214063669+0.009554670549574885j),(0.007101295223273954+0.014371545563351143j),(0.008913226478994576+0.009042960186473j),(0.006028342400551773+0.008929357113701877j),(0.008120488116156024+0.013486146507862286j),(0.008724401482549712+0.01517688235927712j),(0.0019909680231922243+0.007585430140036289j)
145,9818718750.0,(0.012375432116138467+0.008329285336889425j),(0.004555237704259654+0.009741743382372442j),(0.0082561094173772+0.012825193558044266j),(0.006970883822921577+0.00674498203538366j),(0.005381528606275627+0.008479331276488852j),(0.009775323549950175+0.011561672696958295j),(0.010800052656027851+0.012744551265022235j),(0.0008090247646989142+0.010099588521298494j)
146,9841500000.0,(0.009680645844352737+0.006674450504421787j),(0.006601085848554172+0.012357751191691801j),(0.011098245305011325+0.012526488677956159j),(0.006034483550380063+0.008445822214185963j),(0.006026664797819662+0.010783706406045014j),(0.011017334432930882+0.010119429280998472j),(0.012433128789590416+0.010385588190059317j),(0.004097607294137721+0.01451797992234376j)
147,9864281250.0,(0.009660133934869126+0.003907484710897002j),(0.008960051800801568+0.01116383827360366j),(0.012271876371204943+0.008963893501406917j),(0.006157055726594192+0.008095417078371128j),(0.008047043830938357+0.010093996508723807j),(0.011111681873720448+0.00751102929752941j),(0.011875299228529233+0.0070426688378317295j),(0.007970562468061972+0.01383849324144611j)
148,9887062500.0,(0.004780852172949469+0.001507932690287192j),(0.010474323053953738+0.01098297638698424j),(0.011903454427692611+0.00758328357047955j),(0.0058813025481299405+0.009757886274561435j),(0.00844098247211006+0.010062858895733969j),(0.010108829165398896+0.006138509051116321j),(0.010639240569877096+0.005913831454796369j),(0.010808367861277143+0.01366453614372684j)
149,9909843750.0,(0.0017195256034147873+0.0053894045550064995j),(0.012575511638998801+0.008430536152195682j),(0.011934572788716801+0.005060320317113846j),(0.007916310455208783+0.009945372914871024j),(0.010183331716146722+0.00946172699048659j),(0.008746992168781753+0.005096587826448723j),(0.009524214013970661+0.004322702551781446j),(0.014142236365611044+0.010502793691679316j)
150,9932625000.0,(0.003764141467668432+0.007381373291147918j),(0.012405828371418341+0.006514619098244304j),(0.010214617719332766+0.003985735972915917j),(0.009258399212344531+0.01007874353589118j),(0.011293744054846334+0.008498516845944586j),(0.007768594511753039+0.006099378600688403j),(0.007719390485932988+0.00468652777174336j),(0.01478172401327507+0.007315098783373405j)
151,9955406250.0,(0.004100633467228117+0.006717784617771436j),(0.013164781774095195+0.003367210640853641j),(0.00983774890505015+0.002502386902342264j),(0.01252748365849345+0.007485435834966769j),(0.013177062098579398+0.005563977221442024j),(0.008844518805931643+0.005453428850929283j),(0.007897607397970094+0.004359675568403165j),(0.015016895429234317+0.0025641141802608077j)
152,9978187500.0,(0.004033941337404609+0.008172601857675509j),(0.009151123088476591+0.0005529273114022368j),(0.006238574313863397+0.0016264266058970635j),(0.010150699868556934+0.003618116210689276j),(0.01033102126788356+0.002223239665060553j),(0.006907992787202202+0.004718203469545481j),(0.0054332689489525994+0.0041664573479542845j),(0.009851370487113927-0.0002598287242364893j)
153,10000968750.0,(0.006902429666958216+0.008618902176744601j),(0.007136943571265795+0.0027731061702850586j),(0.005063938917397373+0.004873375931150732j),(0.009254539509224209+0.004814101110275416j),(0.008891566837037254+0.0036218204650590603j),(0.00736087015276683+0.007123173592959733j),(0.005527212814413591+0.007523166966816536j),(0.007981023444381258+0.0019325653492129943j)
154,10023750000.0,(0.00804849235529852+0.00587058025655973j),(0.007110611439787951+0.002656442054106201j),(0.006473057759428255+0.005856661243157828j),(0.009694616701501946+0.002455000731336029j),(0.009217416471152214+0.002134481142606543j),(0.009706311896429148+0.0061209781371602155j),(0.008413894263161425+0.00768603656110793j),(0.007059370256905071+0.0012435420313276126j)
155,10046531250.0,(0.006994706788857327+0.005207209642968778j),(0.006217931584437442+0.003918852361987935j),(0.007664840315947499+0.006595616932904881j),(0.007256610097417487+0.0022627653031234746j),(0.007144340048119327+0.0022088113624997375j),(0.009853138504132004+0.004808359894642191j),(0.009752306779281864+0.006750972928280224j),(0.00554632381273903+0.003349654720875296j)
